id,species_ori,vernacularName,scientificName,taxonRank,type,source_latest_only,species_code_ntu,species_nr,statusTW
891,比氏鶲鶯,比氏鶲鶯,Phylloscopus valentini,species,,,NA,521,nonbreeding
892,白眶鶲鶯,白眶鶲鶯,Phylloscopus intermedius,species,,,NA,522,nonbreeding
893,栗頭鶲鶯,栗頭鶲鶯,Phylloscopus castaniceps,species,,,NA,523,nonbreeding
894,葦鶯科,葦鶯科,Acrocephalidae,family,,,NA,524,NA
895,厚嘴葦鶯 ,厚嘴葦鶯,Arundinax aedon,species,,,NA,525,nonbreeding
896,靴籬鶯,靴籬鶯,Iduna caligata,species,,,NA,526,nonbreeding
897,細紋葦鶯,細紋葦鶯,Acrocephalus sorghophilus,species,,,NA,528,nonbreeding
898,稻田葦鶯,稻田葦鶯,Acrocephalus agricola,species,,,NA,529,nonbreeding
899,遠東葦鶯,遠東葦鶯,Acrocephalus tangorum,species,,,NA,530,nonbreeding
900,布氏葦鶯,布氏葦鶯,Acrocephalus dumetorum,species,,,NA,531,nonbreeding
901,蝗鶯科,蝗鶯科,Locustellidae,family,,,NA,533,NA
902,庫頁島蝗鶯,庫頁島蝗鶯,Locustella amnicola,species,,,NA,535,nonbreeding
903,小蝗鶯,小蝗鶯,Locustella certhiola,species,,,NA,536,nonbreeding
904,史氏蝗鶯,史氏蝗鶯,Locustella pleskei,species,,,NA,538,nonbreeding
905,漠地林鶯,漠地林鶯,Sylvia nana,species,,,NA,548,nonbreeding
906,白喉林鶯,白喉林鶯,Sylvia curruca,species,,,NA,549,nonbreeding
907,鸚嘴科,鸚嘴科,Paradoxornithidae sp.,family,,,NA,550,NA
908,繡眼科,繡眼科,Zosteropidae,family,,,NA,554,NA
909,栗耳鳳鶥,栗耳鳳眉,Staphida torqueola,species,,,NA,555,nonbreeding
910,紅脇繡眼,紅脇繡眼,Zosterops erythropleurus,species,,,NA,557,nonbreeding
911,雀眉科,雀眉科,Pellorneidae,family,,,NA,564,NA
912,噪眉科,噪眉科,Leiothrichidae,family,,,NA,566,NA
913,黑臉噪鶥,黑臉噪鶥,Garrulax perspicillatus,species,,,NA,568,introduced
914,鶲科,鶲科,Muscicapidae,family,,,NA,578,NA
915,斑鶲,斑鶲,Muscicapa striata,species,,,NA,581,nonbreeding
916,褐胸鶲,褐胸鶲,Muscicapa muttui,species,,,NA,584,nonbreeding
917,海南藍仙鶲,海南藍仙鶲,Cyornis hainanus,species,,,NA,587,nonbreeding
918,白喉林鶲,白喉林鶲,Cyornis brunneatus,species,,,NA,588,nonbreeding
919,棕腹大仙鶲,棕腹大仙鶲,Niltava davidi,species,,,NA,589,nonbreeding
920,棕腹仙鶲,棕腹仙鶲,Niltava sundara,species,,,NA,590,nonbreeding
921,琉璃藍鶲,琉璃藍鶲,Cyanoptila cumatilis,species,,,NA,593,nonbreeding
922,銅藍鶲,銅藍鶲,Eumyias thalassinus,species,,,NA,594,nonbreeding
923,白喉短翅鶇,白喉短翅鶇,Brachypteryx leucophris,species,,,NA,595,nonbreeding
924,紅尾歌鴝,紅尾歌鴝,Larvivora sibilans,species,,,NA,597,nonbreeding
925,琉球歌鴝,琉球歌鴝,Larvivora komadori,species,,,NA,599,nonbreeding
926,藍喉鴝,藍喉鴝,Luscinia svecica,species,,,NA,601,nonbreeding
927,白斑紫嘯鶇,白斑紫嘯鶇,Myophonus caeruleus,species,,,NA,603,nonbreeding
928,白眉鶲,白眉鶲,Ficedula zanthopygia,species,,,NA,610,nonbreeding
929,綠背姬鶲,綠背姬鶲,Ficedula elisae,species,,,NA,611,nonbreeding
930,白眉黃鶲,白眉黃鶲,Ficedula mugimaki,species,,,NA,613,nonbreeding
931,銹胸藍姬鶲,銹胸藍姬鶲,Ficedula sordida,species,,,NA,614,nonbreeding
932,橙胸姬鶲,橙胸姬鶲,Ficedula strophiata,species,,,NA,616,nonbreeding
933,藍額紅尾鴝,藍額紅尾鴝,Phoenicurus frontalis,species,,,NA,619,nonbreeding
934,白頂溪鴝,白頂溪鴝,Phoenicurus leucocephalus,species,,,NA,621,nonbreeding
935,赭紅尾鴝,赭紅尾鴝,Phoenicurus ochruros,species,,,NA,622,nonbreeding
936,白喉磯鶇,白喉磯鶇,Monticola gularis,species,,,NA,624,nonbreeding
937,白斑黑石䳭,白斑黑石䳭,Saxicola caprata,species,,,NA,627,nonbreeding
938,灰叢鴝,灰叢鴝,Saxicola ferreus,species,,,NA,628,nonbreeding
939,穗䳭,穗䳭,Oenanthe oenanthe,species,,,NA,629,nonbreeding
940,白頂䳭,白頂䳭,Oenanthe pleschanka,species,,,NA,630,nonbreeding
941,漠䳭,漠䳭,Oenanthe deserti,species,,,NA,631,nonbreeding
942,沙䳭,沙䳭,Oenanthe isabellina,species,,,NA,632,nonbreeding
943,白眉地鶇,白眉地鶇,Geokichla sibirica,species,,,NA,634,nonbreeding
944,橙頭地鶇,橙頭地鶇,Geokichla citrina,species,,,NA,635,nonbreeding
945,灰背鶇,灰背鶇,Turdus hortulorum,species,,,NA,638,nonbreeding
946,烏灰鶇,烏灰鶇,Turdus cardis,species,,,NA,639,nonbreeding
947,中國黑鶇,中國黑鶇,Turdus mandarinus,species,,,NA,640,breed
948,黑頸鶇,黑頸鶇,Turdus atrogularis,species,,,NA,645,nonbreeding
949,赤頸鶇,赤頸鶇,Turdus ruficollis,species,,,NA,646,nonbreeding
950,寶興歌鶇,寶興歌鶇,Otocichla mupinensis,species,,,NA,649,nonbreeding
951,粉紅椋鳥,粉紅椋鳥,Pastor roseus,species,,,NA,653,nonbreeding
952,吸蜜鳥科,吸蜜鳥科,Nectariniidae,family,,,NA,668,NA
953,黃腹花蜜鳥,黃腹花蜜鳥,Cinnyris jugularis,species,,,NA,669,nonbreeding
954,藍喉太陽鳥,藍喉太陽鳥,Aethopyga gouldiae,species,,,NA,670,nonbreeding
955,叉尾太陽鳥,叉尾太陽鳥,Aethopyga christinae,species,,,NA,671,nonbreeding
956,岩鷚科,岩鷚科,Prunellidae,family,,,NA,672,NA
957,棕眉山岩鷚,棕眉山岩鷚,Prunella montanella,species,,,NA,674,nonbreeding
958,山鶺鴒,山鶺鴒,Dendronanthus indicus,species,,,NA,676,nonbreeding
959,西方黃鶺鴒,黃鶺鴒複合種,Motacilla flava/tschutschensis,speciesComplex,,,B0471,819,nonbreeding
960,日本鶺鴒,日本鶺鴒,Motacilla grandis,species,,,NA,682,nonbreeding
961,布萊氏鷚,布萊氏鷚,Anthus godlewskii,species,,,NA,684,nonbreeding
962,草地鷚,草地鷚,Anthus pratensis,species,,,NA,685,nonbreeding
963,粉紅胸鷚,粉紅胸鷚,Anthus roseatus,species,,,NA,686,nonbreeding
964,林鷚,林鷚,Anthus trivialis,species,,,NA,687,nonbreeding
965,水鷚,水鷚,Anthus spinoletta,species,,,NA,691,nonbreeding
966,連雀科,連雀科,Bombycillidae,family,,,NA,693,NA
967,黃連雀,黃連雀,Bombycilla garrulus,species,,,NA,694,nonbreeding
968,鐵爪鵐科,鐵爪鵐科,Calcariidae,family,,,NA,696,NA
969,鐵爪鵐,鐵爪鵐,Calcarius lapponicus,species,,,NA,697,nonbreeding
970,雪鵐,雪鵐,Plectrophenax nivalis,species,,,NA,698,nonbreeding
971,冠鵐,冠鵐,Emberiza lathami,species,,,NA,700,nonbreeding
972,白頭鵐,白頭鵐,Emberiza leucocephalos,species,,,NA,701,nonbreeding
973,白頂鵐,白頂鵐,Emberiza stewarti,species,,,NA,703,nonbreeding
974,紅頸葦鵐,紅頸葦鵐,Emberiza yessoensis,species,,,NA,704,nonbreeding
975,赤胸鵐,赤胸鵐,Emberiza fucata,species,,,NA,706,nonbreeding
976,黃喉鵐,黃喉鵐,Emberiza elegans,species,,,NA,710,nonbreeding
977,黑頭鵐,黑頭鵐,Emberiza melanocephala,species,,,NA,713,nonbreeding
978,褐頭鵐,褐頭鵐,Emberiza bruniceps,species,,,NA,714,nonbreeding
979,灰鵐,灰鵐,Emberiza variabilis,species,,,NA,717,nonbreeding
980,葦鵐,葦鵐,Emberiza pallasi,species,,,NA,718,nonbreeding
981,雀科,雀科,Fringillidae,family,,,NA,720,NA
982,歐亞鷽,歐亞鷽,Pyrrhula pyrrhula,species,,,NA,724,nonbreeding
983,普通朱雀,普通朱雀,Carpodacus erythrinus,species,,,NA,725,nonbreeding
984,北朱雀,北朱雀,Carpodacus roseus,species,,,NA,727,nonbreeding
985,臘嘴雀,臘嘴雀,Coccothraustes coccothraustes,species,,,NA,731,nonbreeding
986,桑鳲,桑鳲,Eophona personata,species,,,NA,733,nonbreeding
987,麻雀科,麻雀科,Passeridae,family,,,NA,735,NA
988,家麻雀,家麻雀,Passer domesticus,species,,,NA,736,introduced
989,藍孔雀,藍孔雀,Pavo cristatus,species,,,NA,51,introduced
990,斑馬鳩,斑馬鳩,Geopelia striata,species,,,NA,811,introduced
991,戈芬氏鳳頭鸚鵡,戈芬氏鳳頭鸚鵡,Cacatua goffiniana,species,,,NA,784,introduced
992,白鳳頭鸚鵡,白鳳頭鸚鵡,Cacatua alba,species,,,NA,790,introduced
993,紅色吸蜜鸚鵡,紅色吸蜜鸚鵡,Eos bornea,species,,,NA,800,introduced
994,彩虹吸蜜鸚鵡,彩虹吸蜜鸚鵡,Trichoglossus haematodus,species,,,NA,806,introduced
995,紅耳鵯,紅耳鵯,Pycnonotus jocosus,species,,,NA,799,introduced
996,唐納雀科,唐納雀科,Thraupidae sp.,family,,,NA,750,introduced
997,紅冠臘嘴鵐,紅冠臘嘴鵐,Paroaria coronata,species,,,NA,801,introduced
998,黃額絲雀,黃額絲雀,Serinus mozambicus,species,,,NA,818,introduced
999,織布鳥科,織布鳥科,Ploceidae sp.,family,,,NA,754,introduced
1000,非洲金織雀,非洲金織雀,Ploceus subaureus,species,,,NA,798,introduced
1001,黑頭織雀,黑頭織雀,Ploceus cucullatus,species,,,NA,821,introduced
1002,白頭文鳥,白頭文鳥,Lonchura maja,species,,,NA,791,introduced
1003,維達雀科,維達雀科,Viduidae sp.,family,,,NA,751,introduced
1004,針尾維達雀,針尾維達雀,Vidua macroura,species,,,NA,805,introduced
1005,克島圓尾穴鳥,克島圓尾穴鳥,Pterodroma neglecta,species,,,NA,793,nonbreeding
1006,日本叉尾海燕,日本叉尾海燕,Oceanodroma matsudairae,species,,,NA,785,nonbreeding
1007,喜馬拉雅中杜鵑,喜馬拉雅中杜鵑,Cuculus saturatus,species,,,NA,809,nonbreeding
1008,褐耳鷹,褐耳鷹,Accipiter badius,species,,,NA,829,nonbreeding
1009,鵰鴞,鵰鴞,Bubo bubo,species,,,NA,836,introduced
1010,傑曼氏金絲燕,傑曼氏金絲燕,Aerodramus germani,species,,,NA,808,nonbreeding
1011,黃爪隼,黃爪隼,Falco naumanni,species,,,NA,816,nonbreeding
1012,燕鵙科,燕鵙科,Artamidae sp.,family,,,NA,753,NA
1013,白胸燕鵙,白胸燕鵙,Artamus leucorynchus,species,,,NA,789,nonbreeding
1014,赤紅山椒鳥,赤紅山椒鳥,Pericrocotus speciosus,species,,,NA,794,nonbreeding
1015,蒙古百靈,蒙古百靈,Melanocorypha mongolica,species,,,NA,827,introduced
1016,褐頭鶇,褐頭鶇,Turdus feae,species,,,NA,830,nonbreeding
1017,中勺鷸,中杓鷸,Numenius phaeopus,species,,,B0213,219,nonbreeding
1018,丹氏鸕鶿,丹氏鸕鷀,Phalacrocorax capillatus,species,,,NA,98,nonbreeding
1019,北黃鶯,北蝗鶯,Locustella ochotensis,species,,,NA,537,nonbreeding
1020,台八哥,八哥,Acridotheres cristatellus,species,,,B0481,664,breed
1021,白冠水雞,白冠雞,Fulica atra,species,,,B0160,176,nonbreeding
1022,白背鹨,白背鷚,Anthus gustavi,species,,,B0463,689,nonbreeding
1023,灰面鷲,灰面鵟鷹,Butastur indicus,species,,,B0118,144,nonbreeding
1024,灰背赤腹鶇,灰背鶇,Turdus hortulorum,species,,,NA,638,nonbreeding
1025,灰背紅尾伯勞,紅尾伯勞,Lanius cristatus,species,,,B0476,409,nonbreeding
1026,灰頭伯勞,紅尾伯勞,Lanius cristatus,species,,,B0476,409,nonbreeding
1027,灰頭黑臉鵐,灰頭黑臉鵐,Emberiza spodocephala,species,,,B0532,716,nonbreeding
1028,沙鴴,蒙古/鐵嘴鴴,Charadrius mongolus/leschenaultii,speciesComplex,,,NA,826,nonbreeding
1029,牡丹鸚鵡,牡丹鸚鵡屬,Agapornis sp.,genus,,,NA,762,introduced
1030,冠鷿鷉,冠鸊鷉,Podiceps cristatus,species,,,NA,61,nonbreeding
1031,冠鸊鷈,冠鸊鷉,Podiceps cristatus,species,,,NA,61,nonbreeding
1032,紅腹藍磯鶇,藍磯鶇,Monticola solitarius,species,,,B0394,625,breed
1033,栗腹磯鶇,藍磯鶇,Monticola solitarius,species,,,B0394,625,breed
1034,栗腹藍磯鶇,藍磯鶇,Monticola solitarius,species,,,B0394,625,breed
1035,海鸕鶿,海鸕鷀,Phalacrocorax pelagicus,species,,,NA,96,nonbreeding
1036,烏鶇,中國黑鶇,Turdus mandarinus,species,,,NA,640,breed
1037,黑鶇,中國黑鶇,Turdus mandarinus,species,,,NA,640,breed
1038,彩環,彩䴉,Plegadis falcinellus,species,,,B0065,125,nonbreeding
1039,猛禽,日行性猛禽,Accipitriformes/Falconiformes sp.,class,,,NA,748,NA
1040,雀鷹,雀鷹屬,Accipiter sp.,genus,,,NA,768,NA
1041,寒鴉,東方寒鴉,Corvus dauuricus,species,,,NA,435,nonbreeding
1042,游隼,遊隼,Falco peregrinus,species,,,B0138,390,breed
1043,灰山椒,灰山椒鳥,Pericrocotus divaricatus,species,,,B0331,399,nonbreeding
1044,灰喉山椒,灰喉山椒鳥,Pericrocotus solaris,species,,,B0332,396,breed
1045,花翅山椒,花翅山椒鳥,Coracina macei,species,,,B0330,402,breed
1046,紅山椒,灰喉山椒鳥,Pericrocotus solaris,species,,,B0332,396,breed
1047,黑翅山椒,黑翅山椒鳥,Lalage melaschistos,species,,,B0329,404,nonbreeding
1048,長尾山椒,長尾山椒鳥,Pericrocotus ethologus,species,,,NA,397,nonbreeding
1049,琉球山椒,琉球山椒鳥,Pericrocotus tegimae,species,,,NA,398,nonbreeding
1050,小灰山椒,小灰山椒鳥,Pericrocotus cantonensis,species,,,NA,400,nonbreeding
1051,粉紅山椒,粉紅山椒鳥,Pericrocotus roseus,species,,,NA,401,nonbreeding
1052,赤紅山椒,赤紅山椒鳥,Pericrocotus speciosus,species,,,NA,794,nonbreeding
1053,黑胸鴴,太平洋金斑鴴,Pluvialis fulva,species,,,B0186,191,nonbreeding
1054,雀形目,雀形目,Passeriformes sp.,order,,,NA,745,NA
1055,過眼線白鶺鴒,白鶺鴒,Motacilla alba,species,,,B0468,681,breed
1056,鳧翁,白冠雞,Fulica atra,species,,,B0160,176,nonbreeding
1057,綠蓑鷺,綠簑鷺,Butorides striata,species,,,B0043,119,breed
1058,綬帶鳥,綬帶屬,Terpsiphone sp.,genus,,,NA,771,NA
1059,臺灣八哥,八哥,Acridotheres cristatellus,species,,,B0481,664,breed
1060,台灣八哥,八哥,Acridotheres cristatellus,species,,,B0481,664,breed
1061,臺灣畫眉,臺灣/大陸畫眉,Garrulax canorus/taewanus,speciesComplex,,,B0367,787,breed
1062,臺灣山鷓鴣,臺灣山鷓鴣,Arborophila crudigularis,species,,,B0146,46,breed
1063,臺灣水鹿,臺灣水鹿,Rusa unicolor swinhoei,nonAves,,,NA,839,NA
1064,臺灣白喉噪眉,臺灣白喉噪眉,Ianthocincla ruficeps,species,,,B0366,571,breed
1065,臺灣朱雀,臺灣朱雀,Carpodacus formosanus,species,,,B0511,726,breed
1066,臺灣竹雞,臺灣竹雞,Bambusicola sonorivox,species,,,B0147,47,breed
1067,臺灣夜鷹,南亞夜鷹,Caprimulgus affinis,species,,,B0302,353,breed
1068,臺灣松雀鷹,松雀鷹,Accipiter virgatus,species,,,B0111,151,breed
1069,臺灣畫眉/大陸畫眉,臺灣/大陸畫眉,Garrulax canorus/taewanus,speciesComplex,,,B0367,787,breed
1070,臺灣紫嘯鶇,臺灣紫嘯鶇,Myophonus insularis,species,,,B0396,602,breed
1071,臺灣噪眉,臺灣噪眉,Trochalopteron morrisonianum,species,,,B0368,574,breed
1072,臺灣叢樹鶯,臺灣叢樹鶯,Locustella alishanensis,species,,,B0424,540,breed
1073,臺灣藍鵲,臺灣藍鵲,Urocissa caerulea,species,,,B0351,431,breed
1074,臺灣鷦眉,臺灣鷦眉,Pnoepyga formosana,species,,,B0372,487,breed
1075,蒙古沙鴴,蒙古鴴,Charadrius mongolus,species,,,B0183,194,nonbreeding
1076,褐色鷚,水鷚/黃腹鷚,Anthus spinoletta/rubescens,speciesComplex,,,NA,817,nonbreeding
1077,澤鳬,鳳頭潛鴨,Aythya fuligula,species,,,B0087,34,nonbreeding
1078,雕頭鷹,東方蜂鷹,Pernis ptilorhynchus,species,,,B0131,135,breed
1079,磯鶇屬,磯鶇屬,Monticola sp.,genus,,,NA,776,NA
1080,羅紋鴨,羅文鴨,Mareca falcata,species,,,NA,18,nonbreeding
1081,獼猴,臺灣獼猴,Macaca cyclopis,nonAves,,,NA,841,NA
1082,鶺鴒,鶺鴒科,Motacillidae,family,,,NA,675,NA
1083,鷦鶯,扇尾鶯科,Cisticolidae,family,,,NA,541,NA
1084,鷹班鷸,鷹斑鷸,Tringa glareola,species,,,B0219,216,nonbreeding
1085,鸕鶿,鸕鷀,Phalacrocorax carbo,species,,,B0032,97,nonbreeding
1086,小鷿鷈,小鸊鷉,Tachybaptus ruficollis,species,,,B0007,58,breed
1087,亞洲綬帶,阿穆爾綬帶,Terpsiphone incei,species,,,NA,427,nonbreeding
1088,小水鷚,水鷚/黃腹鷚,Anthus spinoletta/rubescens,speciesComplex,,,NA,817,nonbreeding
1089,花鳧,花鳧,Tadorna tadorna,species,,,B0107,14,nonbreeding
1090,紅頭潛鴨,紅頭潛鴨,Aythya ferina,species,,,B0086,31,nonbreeding
1091,斑背潛鴨,斑背潛鴨,Aythya marila,species,,,B0088,35,nonbreeding
1092,彩䴉,彩䴉,Plegadis falcinellus,species,,,B0065,125,nonbreeding
1093,東方紅胸鴴,東方紅胸鴴,Charadrius veredus,species,,,B0179,200,nonbreeding
1094,三趾濱鷸,三趾濱鷸,Calidris alba,species,,,B0199,236,nonbreeding
1095,灰瓣足鷸,灰瓣足鷸,Phalaropus fulicarius,species,,,B0236,252,nonbreeding
1096,灰背鷗,灰背鷗,Larus schistisagus,species,,,B0250,285,nonbreeding
1097,東方灰林鴞,東方灰林鴞,Strix nivicolum,species,,,B0300,347,breed
1098,南亞夜鷹,南亞夜鷹,Caprimulgus affinis,species,,,B0302,353,breed
1099,黃眉黃鶲,黃眉黃鶲,Ficedula narcissina,species,,,B0450,612,nonbreeding
1100,普通朱頂雀,普通朱頂雀,Acanthis flammea,species,,,B0521,729,nonbreeding
1101,孔雀,孔雀屬,Pavo sp.,genus,,,NA,759,introduced
1102,栗耳鳳眉,栗耳鳳眉,Staphida torqueola,species,,,NA,555,nonbreeding
1103,虎皮鸚鵡,虎皮鸚鵡,Melopsittacus undulatus,species,,,NA,796,introduced
1104,大短趾百靈,賽氏短趾百靈,Calandrella dukhunensis,species,,,NA,442,nonbreeding
1105,嘰咋柳鶯,嘰喳柳鶯,Phylloscopus collybita,species,,,NA,497,nonbreeding
1106,鷹科,鷹科,Accipitridae,family,,,NA,133,NA
1107,畫眉科,畫眉科,Timaliidae,family,,,NA,560,NA
1108,鶇科,鶇科,Turdidae,family,,,NA,633,NA
1109,鶺鴒科,鶺鴒科,Motacillidae,family,,,NA,675,NA
1110,鵐科,鵐科,Emberizidae,family,,,NA,699,NA
1111,家鴨,綠頭鴨(馴化),Anas platyrhynchos (Domestic type),species,,,B0076_domestic,825,domestic
1112,雁鴨科,雁鴨科,Anatidae,family,,,NA,1,NA
1113,雁屬,雁屬,Anser sp.,genus,,,NA,769,NA
1114,啄木鳥科,啄木鳥科,Picidae,family,,,NA,380,NA
1115,雲雀屬,雲雀屬,Alauda sp.,genus,,,NA,770,NA
1116,噪眉屬,噪眉科,Leiothrichidae,family,,,NA,566,NA
1117,澤鵟屬,澤鵟屬,Circus sp.,genus,,,NA,774,NA
1118,鷸鴴類,鴴形目,Charadriiformes sp.,order,,,NA,746,NA
1119,柳鶯科,柳鶯科,Phylloscopidae,family,,,NA,495,NA
1120,台灣/大陸畫眉,臺灣/大陸畫眉,Garrulax canorus/taewanus,speciesComplex,,,B0367,787,breed
1121,文鳥類,麻雀科,Passeridae,family,,,NA,735,NA
1122,馴化綠頭鴨,綠頭鴨(馴化),Anas platyrhynchos (Domestic type),species,,,B0076_domestic,825,domestic
1123,雜交鴨,雁鴨科,Anatidae,family,,,NA,1,NA
1124,鷺科,鷺科,Ardeidae,family,,,NA,101,NA
1125,雀鷹屬,雀鷹屬,Accipiter sp.,genus,,,NA,768,NA
1126,濱鷸屬,濱鷸屬,Calidris sp.,genus,,,NA,775,NA
1127,鷗屬,大鷗類,Larus sp.,genus,,,NA,757,NA
1128,鳩鴿科,鳩鴿科,Columbidae,family,,,NA,305,NA
1129,伯勞,伯勞科,Laniidae,family,,,NA,405,NA
1130,燕科,燕科,Hirundinidae,family,,,NA,446,NA
1131,短翅樹鶯複合群,短翅樹鶯複合種,Horornis diphone/canturians,speciesComplex,,,B0426,815,nonbreeding
1132,扇尾鶯,扇尾鶯屬,Cisticola sp.,genus,,,NA,765,NA
1133,八哥科,八哥科,Sturnidae,family,,,NA,650,NA
1134,鶺鴒屬,鶺鴒屬,Motacilla sp.,genus,,,NA,777,NA
1135,鷚屬,鷚屬,Anthus sp.,genus,,,NA,778,NA
1136,XX外來種,鳥綱,Aves sp.,class,,,NA,749,NA
1137,鳥,鳥綱,Aves sp.,class,,,NA,749,NA
1138,鴴科,鴴科,Charadriidae,family,,,NA,189,NA
1139,杓鷸屬,杓鷸屬,Numenius sp.,genus,,,NA,761,NA
1140,田鷸屬,田鷸屬,Gallinago sp.,genus,,,NA,760,NA
1141,雨燕屬,雨燕屬,Apus sp.,genus,,,NA,764,NA
1142,隼屬,隼屬,Falco sp.,genus,,,NA,767,NA
1143,歐亞/小雲雀,歐亞/小雲雀,Alauda arvensis/gulgula,speciesComplex,,,NA,828,nonbreeding
1144,樹鶯屬,樹鶯屬,Horornis sp.,genus,,,NA,773,NA
1145,鶯科,鶯科,Sylviidae,family,,,NA,547,NA
1146,小彎嘴畫眉,小彎嘴,Pomatorhinus musicus,species,,,B0374,562,breed
1147,大彎嘴畫眉,大彎嘴,Megapomatorhinus erythrocnemis,species,,,B0373,563,breed
1148,XX燕鷗,鷗科,Laridae,family,,,NA,268,NA
1149,鳥綱,鳥綱,Aves sp.,class,,,NA,749,NA
1150,梅花雀科,梅花雀科,Estrildidae,family,,,NA,739,NA
1151,伯勞科,伯勞科,Laniidae,family,,,NA,405,NA
1152,卷尾科,卷尾科,Dicruridae,family,,,NA,418,NA
1153,林鴝屬,林鴝屬,Tarsiger sp.,genus,,,NA,763,NA
1154,雨燕科,雨燕科,Apodidae,family,,,NA,354,NA
1155,扇尾鶯科,扇尾鶯科,Cisticolidae,family,,,NA,541,NA
1156,秧雞科,秧雞科,Rallidae,family,,,NA,161,NA
1157,針尾雨燕屬,針尾雨燕屬,Hirundapus sp.,genus,,,NA,766,NA
1158,隼科,隼科,Falconidae,family,,,NA,385,NA
1159,啄花科,啄花科,Dicaeidae,family,,,NA,665,NA
1160,日行性猛禽,日行性猛禽,Accipitriformes/Falconiformes sp.,class,,,NA,748,NA
1161,無尾目,無尾目,Anura sp.,nonAves,,,NA,849,NA
1162,百靈科,百靈科,Alaudidae,family,,,NA,441,NA
1163,翠鳥科,翠鳥科,Alcedinidae,family,,,NA,361,NA
1164,蝗鶯屬,蝗鶯屬,Locustella sp.,genus,,,NA,772,NA
1165,鴉科,鴉科,Corvidae,family,,,NA,428,NA
1166,小型鴴類,小型鴴類,Charadrius sp.,genus,,,NA,758,NA
1167,鵯科,鵯科,Pycnonotidae,family,,,NA,475,NA
1168,鷸科,鷸科,Scolopacidae,family,,,NA,205,NA
1169,鸚形目,鸚形目,Psittaciformes sp.,order,,,NA,747,introduced
1170,白氏/虎斑地鶇,白氏/虎斑地鶇,Zoothera aurea/dauma,speciesComplex,,,B0408,788,nonbreeding
1171,寒林/凍原豆雁,寒林/凍原豆雁,Anser fabalis/serrirostris,speciesComplex,,,B0084MIX,810,nonbreeding
1172,番鴨(馴化),疣鼻棲鴨(馴化),Cairina moschata (Domestic type),species,,,NA,814,domestic
1173,紅面番鴨,疣鼻棲鴨(馴化),Cairina moschata (Domestic type),species,,,NA,814,domestic
1174,林鴛鴦(馴化),林鴛鴦(馴化),Aix sponsa (Domestic type),species,,,NA,795,domestic
1175,大八哥(叢八哥),大八哥(叢八哥),Acridotheres grandis,species,,,B0600,780,introduced
1176,食蟹獴,食蟹獴,Herpestes urva formosanus,nonAves,,,NA,846,NA
1177,八哥屬(黑八哥類),八哥屬(黑八哥類),Acridotheres sp. (black myna sp.),genus,unknown common name,名錄對照_大肚溪.xlsx(20170939),NA,756,NA
1178,蒙古/鐵嘴鴴,蒙古/鐵嘴鴴,Charadrius mongolus/leschenaultii,speciesComplex,,名錄對照_大肚溪.xlsx(20170957),NA,826,nonbreeding
1179,鸚鵡科,鸚鵡科,Psittacidae sp.,family,,名錄對照_大肚溪.xlsx(20170970),NA,755,introduced
1180,鴴形目,鴴形目,Charadriiformes sp.,order,,名錄對照_大肚溪.xlsx(20171031),NA,746,NA
1181,鳳頭鸚鵡科,鳳頭鸚鵡科,Cacatuidae sp.,family,,名錄對照_大肚溪.xlsx(20171125),NA,752,introduced
1182,海燕科,海燕科,Hydrobatidae,family,,名錄對照_大肚溪.xlsx(20171159),NA,77,NA
1183,牡丹鸚鵡屬,牡丹鸚鵡屬,Agapornis sp.,genus,,,NA,762,introduced
1184,綬帶屬,綬帶屬,Terpsiphone sp.,genus,,,NA,771,NA
1185,黃腹/水鷚,水鷚/黃腹鷚,Anthus spinoletta/rubescens,speciesComplex,,,NA,817,nonbreeding
1186,孔雀屬,孔雀屬,Pavo sp.,genus,,,NA,759,introduced
1187,扇尾鶯屬,扇尾鶯屬,Cisticola sp.,genus,,,NA,765,NA
1188,翼手目,翼手目,Chiroptera sp.,nonAves,,,NA,848,NA
1189,梅花鹿,臺灣梅花鹿,Cervus nippon taiouanus,nonAves,,,NA,856,NA
1190,臺灣梅花鹿,臺灣梅花鹿,Cervus nippon taiouanus,nonAves,,,NA,856,NA
1191,台灣梅花鹿,臺灣梅花鹿,Cervus nippon taiouanus,nonAves,,,NA,856,NA
1192,小花蔓澤蘭,小花蔓澤蘭,Mikania micrantha,nonAves,,,NA,857,NA
1193,銀膠菊,銀膠菊,Parthenium hysterophorus,nonAves,,,NA,858,NA
1195,鹿野氏鼴鼠,鹿野氏鼴鼠,Mogera kanoana,nonAves,,,NA,859,NA
1196,水鷚/黃腹鷚,水鷚/黃腹鷚,Anthus spinoletta/rubescens,speciesComplex,,,NA,817,nonbreeding
1197,穉鷸,紅胸濱鷸,Calidris ruficollis,species,,,B0195,235,nonbreeding
1198,丹氏穉鷸,丹氏濱鷸,Calidris temminckii,species,,,B0197,232,nonbreeding
1199,鷗,鷗科,Laridae,family,,,NA,268,NA
1200,琵鷺,琵鷺屬,Platalea sp.,genus,,,NA,860,NA
1201,鴨,雁鴨科,Anatidae,family,,,NA,1,NA
1202,老鼠,嚙齒目,Order Rodentia,nonAves,,,NA,861,NA
1203,織女銀鷗,銀鷗,Larus argentatus,species,,,B0243,283,nonbreeding
1204,斯氏繡眼,斯氏繡眼,Zosterops simplex,species,,,B0499,558,breed
